frame,person,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,mask_stat,mask_conf,x_world,y_world
646.0,97.0,542.0,563.0,73.0,120.0,1.0,0.7701547741889954,21.962133567238208,-14.548691815293067
646.0,79.0,544.0,567.0,52.0,92.0,1.0,0.7701547741889954,40.66762332583834,-30.723069504165075
647.0,6.0,364.0,398.0,49.0,154.0,0.0,0.7930272574424799,11.281453603911661,-12.154217623376832
647.0,81.0,569.0,600.0,77.0,117.0,1.0,0.7600805759429932,23.424268099421028,-14.084251296921607
647.0,97.0,541.0,562.0,74.0,120.0,1.0,0.7701519727706909,21.805195547307285,-14.46396284569395
647.0,79.0,545.0,567.0,52.0,87.0,1.0,0.7701519727706909,47.617134275014386,-36.729563971075095
647.0,105.0,384.0,423.0,85.0,195.0,-1.0,0.0,7.622991150069781,-5.95885351989247
648.0,6.0,364.0,397.0,49.0,155.0,0.0,0.79277725744248,11.2192429030608,-12.074463213226055
648.0,81.0,570.0,600.0,77.0,117.0,1.0,0.7602485418319702,23.401958264350164,-14.054285619896818
648.0,97.0,541.0,562.0,75.0,120.0,1.0,0.7705822587013245,21.755408841921675,-14.436586511298486
648.0,79.0,545.0,567.0,52.0,85.0,1.0,0.7705822587013245,50.192807941229376,-38.953127996761566
648.0,105.0,384.0,423.0,86.0,196.0,-1.0,0.0,7.606090042135162,-5.927238260250661
649.0,6.0,364.0,398.0,50.0,155.0,0.0,0.79252725744248,11.131833579442029,-11.939455197233526
649.0,81.0,573.0,603.0,77.0,117.0,1.0,0.7599985418319702,23.12788484672326,-13.659876678523752
649.0,79.0,546.0,570.0,53.0,88.0,1.0,0.7703322587013245,46.000978309928556,-35.06384665429882
649.0,105.0,388.0,435.0,80.0,195.0,1.0,0.46532905101776123,7.766056740424119,-5.870496357260746
650.0,6.0,364.0,398.0,51.0,155.0,0.0,0.79227725744248,11.095813085326839,-11.886759783273279
650.0,81.0,574.0,605.0,77.0,118.0,1.0,0.7597485418319703,23.034872330566476,-13.525651537353298
650.0,79.0,546.0,571.0,54.0,92.0,1.0,0.7700822587013245,40.45549841979464,-30.2003251638895
650.0,105.0,389.0,438.0,78.0,195.0,1.0,0.5684154033660889,7.772571043275921,-5.800473508754033
651.0,6.0,364.0,397.0,51.0,156.0,0.0,0.79202725744248,11.05744081201621,-11.869302590821071
651.0,81.0,576.0,606.0,79.0,119.0,1.0,0.7594985418319703,22.7041402826284,-13.188609506116949
651.0,79.0,547.0,571.0,54.0,87.0,1.0,0.7698322587013245,47.215495113152,-35.986399884972386
651.0,105.0,393.0,445.0,77.0,194.0,1.0,0.5681654033660889,7.922042390512998,-5.796248225158251
652.0,6.0,364.0,396.0,51.0,156.0,0.0,0.7917772574424801,11.038785665983896,-11.858407645527437
652.0,81.0,576.0,606.0,79.0,119.0,1.0,0.7592485418319703,22.536742103685366,-13.041041617228126
652.0,79.0,547.0,571.0,54.0,84.0,1.0,0.7695822587013246,51.549087369782946,-39.727956821580634
652.0,105.0,395.0,448.0,76.0,193.0,1.0,0.5679154033660889,8.02631475067292,-5.866550641128815
652.0,97.0,528.0,555.0,71.0,138.0,1.0,0.7703322587013245,16.644165086304017,-10.36503328386305
653.0,6.0,364.0,396.0,51.0,156.0,0.0,0.7915272574424801,11.038204033532395,-11.867036602129483
653.0,81.0,576.0,607.0,80.0,119.0,1.0,0.7589985418319704,22.477022476070378,-12.989328307878411
653.0,79.0,547.0,571.0,54.0,83.0,1.0,0.7693322587013246,53.135556389889246,-41.101303672352394
653.0,105.0,395.0,449.0,76.0,193.0,1.0,0.567665403366089,8.05780987485273,-5.879572545041393
653.0,97.0,527.0,554.0,70.0,140.0,1.0,0.7700822587013245,16.213194285188475,-10.021839621124652
654.0,6.0,364.0,396.0,50.0,156.0,0.0,0.7912772574424801,11.02436448966464,-11.835081107187563
654.0,81.0,580.0,608.0,81.0,120.0,1.0,0.7587485418319704,22.15750408764679,-12.600694911191944
654.0,79.0,549.0,573.0,55.0,85.0,1.0,0.7690822587013246,50.147275152138654,-38.312387164114575
654.0,105.0,408.0,458.0,76.0,186.0,1.0,0.567415403366089,8.709574693619073,-6.311220359729391
654.0,97.0,514.0,549.0,71.0,144.0,1.0,0.7698322587013245,15.347617711745926,-9.593091683988106
655.0,6.0,364.0,396.0,50.0,156.0,0.0,0.7910272574424801,11.02622313847488,-11.834409583199783
655.0,81.0,581.0,609.0,81.0,121.0,1.0,0.7584985418319704,22.057792568623704,-12.473938902683987
655.0,79.0,550.0,574.0,55.0,85.0,1.0,0.7688322587013247,49.230208719332275,-37.453698406852745
655.0,105.0,412.0,462.0,76.0,184.0,1.0,0.567165403366089,8.969511737875102,-6.48293091143193
655.0,97.0,509.0,547.0,71.0,145.0,1.0,0.7695822587013246,15.036913320977805,-9.439493527298591
655.0,111.0,549.0,574.0,55.0,101.0,-1.0,0.0,31.77497707736272,-22.487529239867975
656.0,6.0,364.0,396.0,50.0,156.0,0.0,0.7907772574424802,11.059517899753844,-11.87847423894826
656.0,81.0,585.0,611.0,81.0,122.0,1.0,0.7582485418319704,21.525090277306834,-11.918630345012543
656.0,79.0,550.0,573.0,56.0,86.0,1.0,0.7685822587013247,49.177113962946656,-37.40992216875562
656.0,105.0,423.0,464.0,76.0,183.0,1.0,0.566915403366089,9.136766388130914,-6.44560412106072
656.0,97.0,504.0,543.0,72.0,146.0,1.0,0.7693322587013246,14.849931861547132,-9.449605941278927
656.0,111.0,549.0,574.0,56.0,101.0,-1.0,0.0,31.73881429143134,-22.458397586183747
657.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7905272574424802,11.08519537951135,-11.911431359973747
657.0,81.0,586.0,612.0,81.0,123.0,1.0,0.7579985418319705,21.299554942649507,-11.694041762140962
657.0,79.0,550.0,573.0,56.0,86.0,1.0,0.7683322587013247,48.84250729197367,-37.13066327279373
657.0,105.0,427.0,465.0,76.0,182.0,1.0,0.5666654033660891,9.198343062207224,-6.443287444609858
657.0,97.0,502.0,542.0,72.0,146.0,1.0,0.7690822587013246,14.778948824604639,-9.458958627183891
657.0,111.0,550.0,574.0,56.0,101.0,-1.0,0.0,31.804864817179116,-22.51792189313644
658.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7902772574424802,11.09677692557718,-11.925848094457377
658.0,81.0,587.0,612.0,80.0,123.0,1.0,0.7577485418319705,21.219699634899488,-11.614610176969116
658.0,79.0,550.0,573.0,56.0,86.0,1.0,0.7680822587013247,48.78494717246266,-37.088144060561234
658.0,105.0,428.0,465.0,76.0,182.0,1.0,0.5664154033660891,9.199530653781476,-6.420986518711295
658.0,97.0,501.0,541.0,72.0,146.0,1.0,0.7688322587013247,14.77711319961955,-9.484860039198436
658.0,111.0,550.0,574.0,56.0,101.0,-1.0,0.0,31.79226586122909,-22.508958865712163
659.0,6.0,364.0,397.0,50.0,155.0,0.0,0.7900272574424803,11.11172736283974,-11.927119863446956
659.0,81.0,594.0,615.0,80.0,125.0,1.0,0.7574985418319705,20.863177535507273,-11.110304924555173
659.0,79.0,551.0,574.0,57.0,87.0,1.0,0.7678322587013248,46.34937630374751,-34.85172769921877
659.0,105.0,429.0,476.0,74.0,180.0,1.0,0.5661654033660891,9.46447500697005,-6.510831941613542
659.0,97.0,500.0,537.0,72.0,147.0,1.0,0.7685822587013247,14.622392119279688,-9.427334133881445
659.0,111.0,551.0,575.0,56.0,101.0,1.0,0.5944744348526001,31.6470397161107,-22.278439115634054
660.0,6.0,364.0,397.0,50.0,155.0,0.0,0.7897772574424803,11.10494066092026,-11.93662668809177
660.0,81.0,597.0,616.0,80.0,125.0,1.0,0.7572485418319705,20.71854322844125,-10.919827745290423
660.0,79.0,552.0,575.0,57.0,87.0,1.0,0.7675822587013248,46.47570595794835,-34.91332091064443
660.0,105.0,430.0,481.0,74.0,180.0,1.0,0.5659154033660891,9.549298518286669,-6.5172130691695305
660.0,97.0,500.0,536.0,72.0,147.0,1.0,0.7683322587013247,14.590518701938727,-9.432177324881675
660.0,111.0,551.0,575.0,57.0,102.0,1.0,0.5942244348526001,31.249749404421213,-21.906951407760797
660.0,115.0,422.0,450.0,83.0,141.0,-1.0,0.0,14.4464329857617,-13.264478069022285
661.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7895272574424803,11.09565395425466,-11.933600779057546
661.0,81.0,600.0,619.0,81.0,127.0,1.0,0.7569985418319706,20.183381079335824,-10.401721814155335
661.0,105.0,432.0,485.0,74.0,178.0,1.0,0.5656654033660892,9.790832820665331,-6.695660105467072
661.0,97.0,500.0,533.0,71.0,147.0,1.0,0.7680822587013247,14.556247980623672,-9.459566311872823
661.0,111.0,553.0,577.0,57.0,99.0,1.0,0.6178481578826904,33.50663649704756,-23.711066722230623
662.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7892772574424803,11.095471238642837,-11.938381043551967
662.0,81.0,601.0,619.0,82.0,128.0,1.0,0.7567485418319706,19.996322078424708,-10.228162150217665
662.0,105.0,432.0,487.0,75.0,177.0,1.0,0.5654154033660892,9.87875418859406,-6.761835436722177
662.0,97.0,500.0,532.0,71.0,147.0,1.0,0.7678322587013248,14.556762084283964,-9.479491977777469
662.0,111.0,553.0,578.0,57.0,97.0,1.0,0.6179175972938538,34.44465667357161,-24.467416815060655
663.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7890272574424804,11.103199886039024,-11.95232532870609
663.0,81.0,601.0,619.0,82.0,128.0,1.0,0.7564985418319706,19.930277216030596,-10.169925308686851
663.0,105.0,432.0,487.0,75.0,176.0,1.0,0.5651654033660892,9.910391757322838,-6.789996858766506
663.0,97.0,500.0,532.0,71.0,147.0,1.0,0.7675822587013248,14.566750742276078,-9.493329489125651
663.0,111.0,553.0,578.0,58.0,97.0,1.0,0.6176675972938538,34.93494206032604,-24.88435956097953
664.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7887772574424804,11.115489794797167,-11.9696803222414
664.0,81.0,601.0,623.0,85.0,130.0,1.0,0.7562485418319707,19.38303674441744,-9.688312375260526
664.0,105.0,442.0,491.0,75.0,175.0,1.0,0.5649154033660893,10.171347251851396,-6.837930330017188
664.0,97.0,501.0,531.0,70.0,153.0,1.0,0.7673322587013248,13.61136812733686,-8.565698442353769
664.0,111.0,554.0,578.0,58.0,101.0,1.0,0.6447544097900391,31.565833178817794,-21.984288312595623
665.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7885272574424804,11.127984591416906,-11.98424882922734
665.0,81.0,601.0,624.0,86.0,131.0,1.0,0.7559985418319707,19.17827896444517,-9.519634440274496
665.0,105.0,446.0,492.0,76.0,174.0,1.0,0.5646654033660893,10.316656447487023,-6.911050435755089
665.0,97.0,502.0,530.0,70.0,154.0,1.0,0.7670822587013248,13.397388574109028,-8.363484064523536
665.0,111.0,554.0,578.0,59.0,103.0,1.0,0.645797073841095,30.305554691939488,-20.90319104732987
666.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7882772574424805,11.12013313651419,-11.972306006846198
666.0,81.0,606.0,626.0,88.0,133.0,1.0,0.7557485418319707,18.707572506273088,-9.032152118327806
666.0,105.0,457.0,497.0,75.0,171.0,1.0,0.5644154033660893,10.74149791302806,-7.090228654363049
666.0,97.0,503.0,529.0,70.0,154.0,1.0,0.7668322587013249,13.429091584076028,-8.393040090585801
666.0,111.0,555.0,579.0,59.0,108.0,1.0,0.645547073841095,27.38116270086244,-18.377830802596158
667.0,6.0,364.0,396.0,50.0,155.0,0.0,0.7880272574424805,11.20143460908898,-12.086555006406149
667.0,81.0,608.0,627.0,88.0,134.0,1.0,0.7554985418319707,18.55393870968787,-8.869263105099547
667.0,105.0,461.0,498.0,74.0,170.0,1.0,0.5641654033660893,10.897924467457745,-7.162290484616675
667.0,97.0,503.0,529.0,71.0,154.0,1.0,0.7665822587013249,13.466358455107995,-8.426692935780329
667.0,111.0,555.0,579.0,59.0,110.0,1.0,0.645297073841095,26.44082687198652,-17.569262069882466
668.0,6.0,366.0,397.0,51.0,155.0,0.0,0.7877772574424805,11.188980154333791,-12.010445365665834
668.0,81.0,604.0,628.0,88.0,133.0,1.0,0.7552485418319708,18.569667491289056,-8.929636277959288
668.0,105.0,462.0,498.0,74.0,169.0,1.0,0.6189058423042297,11.014825144948114,-7.274164777815093
668.0,97.0,502.0,529.0,71.0,156.0,1.0,0.7663322587013249,13.145337466712537,-8.143093862544697
668.0,111.0,556.0,579.0,60.0,103.0,1.0,0.645047073841095,30.20134678218841,-20.724937738213946
669.0,6.0,367.0,397.0,51.0,155.0,0.0,0.7875272574424805,11.192909357972844,-11.968408987018622
669.0,81.0,609.0,631.0,89.0,135.0,1.0,0.7549985418319708,18.272454458834662,-8.557985860629469
669.0,105.0,468.0,506.0,73.0,171.0,1.0,0.6186558423042298,10.819777729165207,-6.817713681617491
669.0,97.0,504.0,528.0,72.0,156.0,1.0,0.766082258701325,13.041835394047785,-8.02000527425202
669.0,111.0,556.0,581.0,60.0,102.0,1.0,0.6447970738410951,31.05731283000111,-21.362881203940404
670.0,6.0,368.0,397.0,51.0,155.0,0.0,0.7872772574424806,11.198268061538046,-11.95769516671086
670.0,81.0,612.0,632.0,89.0,136.0,1.0,0.7547485418319708,18.12915530086321,-8.393742291125685
670.0,105.0,470.0,509.0,72.0,171.0,1.0,0.6184058423042298,10.847930949648411,-6.763065451964984
670.0,97.0,504.0,528.0,72.0,156.0,1.0,0.765832258701325,13.083574134250295,-8.052000337475723
670.0,111.0,557.0,581.0,60.0,105.0,1.0,0.6445470738410951,28.95167987663776,-19.56043430858849
671.0,6.0,368.0,397.0,51.0,155.0,0.0,0.7870272574424806,11.19298437790511,-11.939976840649932
671.0,81.0,613.0,634.0,89.0,137.0,1.0,0.7544985418319708,17.935680549152018,-8.176729802060121
671.0,105.0,471.0,514.0,73.0,171.0,1.0,0.6181558423042298,10.869137580525644,-6.679331288220406
671.0,97.0,504.0,527.0,73.0,157.0,1.0,0.765582258701325,12.987003782035934,-7.968027791178025
671.0,111.0,558.0,582.0,61.0,109.0,1.0,0.6442970738410951,26.98571999568946,-17.863259935448742
672.0,6.0,368.0,397.0,51.0,155.0,0.0,0.7867772574424806,11.18907740065019,-11.945822190896136
672.0,81.0,615.0,635.0,89.0,137.0,1.0,0.7542485418319709,17.857188923538768,-8.084725464159984
672.0,105.0,471.0,515.0,73.0,173.0,1.0,0.6179058423042298,10.716888385049183,-6.490767918024394
672.0,97.0,504.0,527.0,73.0,157.0,1.0,0.765332258701325,12.991938549405528,-7.9777420735792965
672.0,111.0,558.0,582.0,61.0,109.0,1.0,0.6440470738410952,26.65070922531122,-17.572951477472735
673.0,6.0,368.0,397.0,51.0,155.0,0.0,0.7865272574424806,11.191543452629606,-11.952545748111714
673.0,81.0,616.0,635.0,89.0,137.0,1.0,0.7539985418319709,17.852540454211354,-8.057983704616678
673.0,105.0,471.0,516.0,73.0,174.0,1.0,0.6176558423042299,10.657956023547726,-6.422708083088938
673.0,97.0,504.0,527.0,73.0,157.0,1.0,0.7650822587013251,13.007391146774752,-7.991666944224929
673.0,111.0,558.0,582.0,61.0,110.0,1.0,0.6437970738410952,26.219297190199793,-17.209013563667977
674.0,6.0,367.0,397.0,52.0,155.0,0.0,0.7862772574424807,11.173384828148242,-11.95287154415938
674.0,81.0,614.0,637.0,89.0,138.0,1.0,0.7537485418319709,17.56713354314046,-7.843145534617446
674.0,105.0,476.0,523.0,75.0,173.0,1.0,0.6174058423042299,10.770008399423848,-6.338529525152364
674.0,97.0,497.0,525.0,75.0,166.0,1.0,0.7648322587013251,11.788160188395322,-6.96519715129891
674.0,111.0,559.0,583.0,61.0,111.0,1.0,0.6435470738410952,25.815914407786885,-16.82492338157308
675.0,6.0,367.0,397.0,52.0,155.0,0.0,0.7860272574424807,11.168392128996933,-11.957223482063494
675.0,81.0,613.0,638.0,90.0,139.0,1.0,0.753498541831971,17.471314310266223,-7.771271131099595
675.0,105.0,478.0,525.0,75.0,173.0,1.0,0.6171558423042299,10.809886649058098,-6.3079900658561625
675.0,97.0,495.0,524.0,76.0,169.0,1.0,0.7645822587013251,11.388335411929326,-6.627692433956511
675.0,111.0,559.0,583.0,61.0,111.0,1.0,0.6432970738410952,25.689720985971277,-16.70711941750418
676.0,6.0,367.0,397.0,52.0,155.0,0.0,0.7857772574424807,11.14707765852804,-11.918822781595168
676.0,81.0,613.0,639.0,90.0,139.0,1.0,0.753248541831971,17.52719637453787,-7.794378879901798
676.0,97.0,495.0,530.0,75.0,167.0,1.0,0.7643322587013252,11.677664070618953,-6.8094415022205625
676.0,111.0,559.0,583.0,62.0,111.0,1.0,0.6430470738410953,25.841518973582023,-16.818464002573723
677.0,6.0,367.0,397.0,52.0,155.0,0.0,0.7855272574424808,11.139043243796683,-11.908027612271187
677.0,81.0,613.0,640.0,90.0,138.0,1.0,0.752998541831971,17.571176919327957,-7.823939666997104
677.0,97.0,491.0,535.0,74.0,167.0,1.0,0.7640822587013252,11.591843333379511,-6.696632778264914
677.0,111.0,559.0,583.0,62.0,110.0,1.0,0.6427970738410953,26.0982546238358,-17.03131849409496
678.0,6.0,367.0,397.0,52.0,155.0,0.0,0.7852772574424808,11.134922420010799,-11.90040087541988
678.0,81.0,613.0,640.0,89.0,138.0,1.0,0.752748541831971,17.57782288142028,-7.830224380902231
678.0,97.0,490.0,535.0,74.0,168.0,1.0,0.7638322587013252,11.537656616350992,-6.665376808887806
678.0,111.0,559.0,583.0,62.0,111.0,1.0,0.6425470738410953,25.673271565011557,-16.677370492213804
679.0,6.0,366.0,397.0,52.0,155.0,0.0,0.7850272574424808,11.157015093241997,-11.959102381978939
679.0,81.0,616.0,640.0,90.0,140.0,1.0,0.7524985418319711,17.27027685504759,-7.56153309384022
679.0,97.0,495.0,536.0,75.0,169.0,1.0,0.7635822587013252,11.460270039092135,-6.486221081945013
679.0,111.0,560.0,584.0,63.0,113.0,1.0,0.6495444178581238,24.61312997108963,-15.759667863802024
679.0,116.0,498.0,525.0,74.0,150.0,-1.0,0.0,14.001157357407248,-9.132350276215469
680.0,6.0,365.0,397.0,52.0,155.0,0.0,0.7847772574424808,11.169946026646256,-11.988894998778406
680.0,81.0,617.0,640.0,91.0,141.0,1.0,0.7522485418319711,17.164042617923787,-7.468376042478592
680.0,97.0,498.0,539.0,76.0,169.0,1.0,0.7633322587013253,11.45696566616556,-6.39701144482555
680.0,111.0,560.0,584.0,63.0,115.0,1.0,0.6496971845626831,24.149360137840613,-15.362911517714519
680.0,116.0,498.0,523.0,73.0,148.0,-1.0,0.0,14.241899593691324,-9.414123821880379
681.0,6.0,365.0,397.0,52.0,155.0,0.0,0.7845272574424809,11.161261641442177,-11.979621906903844
681.0,81.0,618.0,640.0,91.0,142.0,1.0,0.7519985418319711,16.939355121173108,-7.279824908486859
681.0,97.0,499.0,545.0,76.0,169.0,1.0,0.7630822587013253,11.50644042041679,-6.326956518088099
681.0,111.0,561.0,584.0,64.0,113.0,1.0,0.7256931066513062,25.026104912301562,-16.063177923704487
681.0,116.0,497.0,526.0,74.0,148.0,-1.0,0.0,14.241154763030176,-9.370298298258838
682.0,6.0,365.0,397.0,52.0,155.0,0.0,0.7842772574424809,11.159575495377005,-11.982058296813213
682.0,81.0,619.0,640.0,91.0,142.0,1.0,0.7517485418319712,16.869345593840798,-7.222139048325256
682.0,97.0,499.0,547.0,77.0,169.0,1.0,0.7628322587013253,11.532763934666932,-6.31118734317592
682.0,111.0,561.0,584.0,64.0,112.0,1.0,0.7257803678512573,25.430663999444754,-16.395087922829823
682.0,116.0,497.0,526.0,74.0,148.0,-1.0,0.0,14.237061803756024,-9.357130203572702
683.0,6.0,365.0,397.0,52.0,155.0,0.0,0.7840272574424809,11.16862457261139,-11.992616585748593
683.0,81.0,619.0,640.0,92.0,142.0,1.0,0.7514985418319712,16.818518356107653,-7.183893611571953
683.0,97.0,499.0,548.0,77.0,170.0,1.0,0.7625822587013253,11.494813185880657,-6.255324565350757
683.0,111.0,561.0,584.0,64.0,111.0,1.0,0.7259464859962463,25.57240788458439,-16.510451277488965
683.0,116.0,497.0,527.0,74.0,148.0,-1.0,0.0,14.252866768054847,-9.366777928540975
684.0,6.0,364.0,398.0,52.0,153.0,0.0,0.783777257442481,11.494503050025424,-12.453970394167523
684.0,81.0,622.0,640.0,92.0,144.0,1.0,0.7512485418319712,16.445552767244944,-6.872391200385316
684.0,97.0,500.0,545.0,80.0,169.0,1.0,0.7623322587013254,11.558708088021818,-6.362221699627443
684.0,111.0,563.0,585.0,64.0,113.0,1.0,0.7256964859962464,24.800523142299294,-15.791981078545438
684.0,116.0,493.0,527.0,76.0,149.0,-1.0,0.0,14.096400293867626,-9.276452465128433
685.0,6.0,365.0,398.0,52.0,152.0,0.0,0.783527257442481,11.618269697019016,-12.60722399510248
685.0,81.0,623.0,640.0,93.0,145.0,1.0,0.7509985418319712,16.326741742387988,-6.7695970060419075
685.0,97.0,499.0,552.0,81.0,168.0,1.0,0.7620822587013254,11.70431128800691,-6.38464926913846
685.0,111.0,563.0,585.0,65.0,114.0,1.0,0.7254464859962464,24.312776693961435,-15.36168433666752
685.0,116.0,492.0,527.0,76.0,149.0,-1.0,0.0,14.100436565825957,-9.300280498277104
685.0,117.0,525.0,556.0,81.0,129.0,-1.0,0.0,18.925297391912526,-12.497520838695754
686.0,6.0,364.0,401.0,52.0,153.0,0.0,0.783277257442481,11.467254492958565,-12.336354255845759
686.0,81.0,625.0,640.0,93.0,146.0,1.0,0.7507485418319713,16.146932055681773,-6.612362451579935
686.0,111.0,563.0,587.0,65.0,116.0,1.0,0.7251964859962464,23.7057402688589,-14.82425547500889
686.0,116.0,489.0,527.0,76.0,150.0,-1.0,0.0,13.920616926560033,-9.199134923724426
687.0,6.0,365.0,401.0,52.0,153.0,0.0,0.783027257442481,11.439474257221178,-12.27213946445075
687.0,81.0,625.0,639.0,93.0,147.0,1.0,0.7504985418319713,16.063817876310786,-6.544646660409616
687.0,111.0,563.0,588.0,65.0,116.0,1.0,0.7249464859962464,23.50047099305723,-14.631852198374661
687.0,116.0,487.0,527.0,76.0,151.0,1.0,0.29806432127952576,13.8023595142626,-9.114446783195891
687.0,117.0,527.0,561.0,83.0,128.0,1.0,0.6816846132278442,19.049285323189565,-12.400716065777933
688.0,6.0,365.0,402.0,52.0,153.0,0.0,0.7827772574424811,11.438651622575893,-12.242402832013694
688.0,81.0,626.0,639.0,93.0,147.0,1.0,0.7502485418319713,16.038322675942602,-6.524655905129166
688.0,111.0,563.0,588.0,65.0,116.0,1.0,0.7246964859962465,23.42206841764275,-14.563349491948115
688.0,116.0,486.0,527.0,76.0,151.0,1.0,0.33254507184028625,13.750889336387473,-9.078791984544504
688.0,117.0,528.0,561.0,84.0,128.0,1.0,0.6859928965568542,19.103452328475814,-12.45014790245572
689.0,6.0,368.0,404.0,53.0,154.0,0.0,0.7825272574424811,11.447206044713097,-12.130861304770637
689.0,81.0,627.0,639.0,94.0,146.0,1.0,0.7499985418319713,16.15524187769027,-6.584346305498268
689.0,111.0,561.0,590.0,67.0,117.0,1.0,0.7244464859962465,23.359696765156716,-14.51052076241139
689.0,116.0,486.0,531.0,75.0,156.0,1.0,0.3322950718402863,13.053791500373828,-8.2996430859341
690.0,6.0,368.0,404.0,53.0,154.0,0.0,0.7822772574424811,11.462299057105488,-12.106106210919528
690.0,81.0,627.0,639.0,95.0,146.0,1.0,0.7497485418319714,16.22307399937496,-6.6279106408177615
690.0,111.0,560.0,591.0,68.0,116.0,1.0,0.7241964859962465,23.377416470812385,-14.529203636353195
690.0,116.0,486.0,533.0,75.0,157.0,1.0,0.3320450718402863,12.825218209523998,-8.043425122918793
691.0,6.0,369.0,404.0,53.0,154.0,0.0,0.7820272574424811,11.419733033136044,-12.02431539287559
691.0,81.0,628.0,639.0,99.0,146.0,1.0,0.7494985418319714,16.128676692498058,-6.548959984107783
691.0,111.0,562.0,590.0,68.0,117.0,1.0,0.7239464859962466,23.14462752795725,-14.313474595334997
691.0,116.0,487.0,535.0,75.0,157.0,1.0,0.33179507184028634,12.899694334692956,-8.054828362715043
692.0,6.0,369.0,404.0,53.0,154.0,0.0,0.7817772574424812,11.402542656196005,-11.997333242787784
692.0,81.0,628.0,639.0,100.0,147.0,1.0,0.7492485418319714,16.104920097388995,-6.530024854292442
692.0,111.0,562.0,590.0,68.0,117.0,1.0,0.7236964859962466,23.110222529770162,-14.280409453478855
692.0,116.0,487.0,536.0,75.0,157.0,1.0,0.33154507184028637,12.949391796234396,-8.081956896433182
693.0,6.0,370.0,404.0,53.0,154.0,0.0,0.7815272574424812,11.406727894897713,-11.999991431832564
693.0,81.0,628.0,639.0,101.0,146.0,1.0,0.7489985418319715,16.118095663778686,-6.5389281083483155
693.0,111.0,563.0,590.0,68.0,118.0,1.0,0.7234464859962466,22.93395233409096,-14.133617489436475
693.0,116.0,487.0,537.0,75.0,157.0,1.0,0.3312950718402864,12.971621928509837,-8.0922537729484
694.0,6.0,371.0,405.0,52.0,153.0,0.0,0.7812772574424812,11.561345911352024,-12.160007427885569
694.0,111.0,565.0,591.0,69.0,113.0,1.0,0.7313975691795349,24.931154250891133,-15.67221636773429
694.0,116.0,483.0,533.0,75.0,157.0,1.0,0.3310450718402864,12.811819288042756,-8.079399124790672
695.0,6.0,371.0,406.0,52.0,153.0,0.0,0.7810272574424812,11.621804183017266,-12.224474410201118
695.0,111.0,565.0,592.0,69.0,111.0,1.0,0.7358461618423462,25.587222418939422,-16.17229403557739
695.0,116.0,481.0,532.0,75.0,158.0,1.0,0.33079507184028645,12.762779205446433,-8.090013126656347
696.0,6.0,376.0,406.0,52.0,151.0,0.0,0.7807772574424813,11.955501534989477,-12.545649585172042
696.0,111.0,566.0,593.0,69.0,109.0,1.0,0.7355961618423462,26.70300400156421,-17.042994610855597
696.0,116.0,481.0,529.0,75.0,158.0,1.0,0.3305450718402865,12.701608107214172,-8.08998323728502
697.0,6.0,377.0,407.0,53.0,150.0,0.0,0.7805272574424813,12.108713520368243,-12.711960380292995
697.0,111.0,566.0,593.0,70.0,108.0,1.0,0.7353461618423462,27.164246549104153,-17.407823237843477
697.0,116.0,480.0,527.0,75.0,158.0,1.0,0.3302950718402865,12.679595794953139,-8.116408742470142
698.0,6.0,378.0,407.0,53.0,150.0,0.0,0.7802772574424813,12.162627547532404,-12.771554126968848
698.0,111.0,566.0,593.0,70.0,108.0,1.0,0.7350961618423463,27.3124705290943,-17.52524203764929
698.0,116.0,480.0,526.0,75.0,158.0,1.0,0.33004507184028653,12.673911177281356,-8.128238635960125
699.0,6.0,381.0,409.0,52.0,150.0,0.0,0.7800272574424814,12.130947032114182,-12.578910607143952
699.0,111.0,566.0,590.0,70.0,111.0,1.0,0.7348461618423463,25.61358869044924,-16.231858456535942
699.0,116.0,480.0,523.0,75.0,158.0,1.0,0.32979507184028656,12.691407420011096,-8.21792177907116
700.0,6.0,382.0,410.0,52.0,150.0,0.0,0.7797772574424814,12.119188035169165,-12.509537920920375
700.0,111.0,566.0,589.0,70.0,113.0,1.0,0.7345961618423463,25.071546727299104,-15.829496012743737
700.0,116.0,480.0,521.0,75.0,157.0,1.0,0.3295450718402866,12.736004854439187,-8.290638890314057
701.0,6.0,382.0,410.0,53.0,150.0,0.0,0.7795272574424814,12.177191947200132,-12.563261918396476
701.0,111.0,565.0,589.0,70.0,115.0,1.0,0.7343461618423464,24.018886967274938,-14.954022017048278
701.0,116.0,480.0,521.0,75.0,157.0,1.0,0.3292950718402866,12.722867432960182,-8.276365747846766
702.0,6.0,382.0,410.0,53.0,150.0,0.0,0.7792772574424814,12.19735334610999,-12.584946049127602
702.0,111.0,565.0,589.0,70.0,116.0,1.0,0.7340961618423464,23.65106176918574,-14.650761632575408
